bact.trt,Plant,Wt,Block,host.trt,species,n.strains,nodulation,rhiz.strain,rhiz.genus,bact.div
29,B,0.09,F,sal&sten,sal,2,0,A2, C3,brady,rhizo,2
29,A,0.0529,D,sal,sal,2,0,A2, C3,brady,rhizo,2
29,B,0.28,D,sal,sal,2,2,A2, C3,brady,rhizo,2
29,B,0.09,C,sal,sal,2,0,A2, C3,brady,rhizo,2
29,B,0.08,D,sal&sten,sal,2,0,A2, C3,brady,rhizo,2
3,B,1.56,B,sten,sten,1,4,A3,brady,1
3,A,0.35,F,sten,sten,1,3,A3,brady,1
3,B,1.14,F,sten,sten,1,3,A3,brady,1
3,B,0.94,E,sten,sten,1,3,A3,brady,1
3,B,4.8,F,sal,sal,1,5,A3,brady,1
3,A,0.71,D,sal&sten,sten,1,2,A3,brady,1
3,B,5.5,D,sal&sten,sal,1,4,A3,brady,1
3,A,2.25,C,sten,sten,1,3,A3,brady,1
3,B,1.12,C,sten,sten,1,3,A3,brady,1
3,A,1.08,D,sten,sten,1,4,A3,brady,1
3,B,1.62,D,sten,sten,1,4,A3,brady,1
3,A,0.68,E,sten,sten,1,3,A3,brady,1
3,A,0.36,A,sal&sten,sten,1,2,A3,brady,1
3,B,8.59,A,sal&sten,sal,1,5,A3,brady,1
3,A,1.47,B,sal&sten,sten,1,4,A3,brady,1
3,B,5.78,E,sal,sal,1,4,A3,brady,1
3,A,7.42,F,sal,sal,1,5,A3,brady,1
3,B,2.8,C,sal&sten,sal,1,4,A3,brady,1
3,B,1.66,A,sten,sten,1,3,A3,brady,1
3,A,0.86,B,sten,sten,1,4,A3,brady,1
3,A,1.09,E,sal&sten,sten,1,3,A3,brady,1
3,B,11.2,E,sal&sten,sal,1,5,A3,brady,1
3,A,0.59,F,sal&sten,sten,1,3,A3,brady,1
3,B,3.5,F,sal&sten,sal,1,4,A3,brady,1
3,A,4.95,C,sal,sal,1,4,A3,brady,1
3,B,4.94,C,sal,sal,1,4,A3,brady,1
3,A,3.22,D,sal,sal,1,5,A3,brady,1
3,B,5.09,D,sal,sal,1,5,A3,brady,1
3,B,5.49,B,sal&sten,sal,1,5,A3,brady,1
3,A,1.6,C,sal&sten,sten,1,2,A3,brady,1
3,A,0.7,A,sten,sten,1,3,A3,brady,1
3,A,4.53,B,sal,sal,1,4,A3,brady,1
3,B,5.39,B,sal,sal,1,5,A3,brady,1
3,A,3.35,A,sal,sal,1,4,A3,brady,1
3,B,9.64,A,sal,sal,1,5,A3,brady,1
3,A,5.55,E,sal,sal,1,5,A3,brady,1
30,A,0.82,F,sten,sten,2,3,A4, C1,brady,rhizo,2
30,B,1.41,E,sten,sten,2,0,A4, C1,brady,rhizo,2
30,A,1.6,F,sal,sal,2,3,A4, C1,brady,rhizo,2
30,B,3.44,F,sal,sal,2,2,A4, C1,brady,rhizo,2
30,A,1.37,E,sten,sten,2,0,A4, C1,brady,rhizo,2
30,A,2.13,C,sten,sten,2,4,A4, C1,brady,rhizo,2
30,B,2.66,C,sten,sten,2,4,A4, C1,brady,rhizo,2
30,A,0.38,D,sten,sten,2,3,A4, C1,brady,rhizo,2
30,B,0.07,D,sten,sten,2,0,A4, C1,brady,rhizo,2
30,A,1.26,A,sal&sten,sten,2,4,A4, C1,brady,rhizo,2
30,B,1.64,A,sal&sten,sal,2,1,A4, C1,brady,rhizo,2
30,A,1.1,B,sal&sten,sten,2,3,A4, C1,brady,rhizo,2
30,B,0.15,F,sten,sten,2,0,A4, C1,brady,rhizo,2
30,A,0.23,E,sal,sal,2,1,A4, C1,brady,rhizo,2
30,B,0.86,E,sal,sal,2,3,A4, C1,brady,rhizo,2
30,A,1.61,D,sal&sten,sten,2,4,A4, C1,brady,rhizo,2
30,B,0.14,D,sal&sten,sal,2,2,A4, C1,brady,rhizo,2
30,A,4,E,sal&sten,sten,2,4,A4, C1,brady,rhizo,2
30,B,3.42,E,sal&sten,sal,2,5,A4, C1,brady,rhizo,2
30,A,1.45,F,sal&sten,sten,2,0,A4, C1,brady,rhizo,2
30,B,1.63,F,sal&sten,sal,2,3,A4, C1,brady,rhizo,2
30,A,1.52,B,sal,sal,2,3,A4, C1,brady,rhizo,2
30,B,2.76,B,sal,sal,2,4,A4, C1,brady,rhizo,2
30,A,1.92,C,sal,sal,2,3,A4, C1,brady,rhizo,2
30,B,4.12,C,sal,sal,2,3,A4, C1,brady,rhizo,2
30,B,2.52,B,sal&sten,sal,2,4,A4, C1,brady,rhizo,2
30,A,0.08,C,sal&sten,sten,2,0,A4, C1,brady,rhizo,2
30,B,0.34,C,sal&sten,sal,2,2,A4, C1,brady,rhizo,2
30,A,0.28,A,sten,sten,2,1,A4, C1,brady,rhizo,2
30,B,1.15,A,sten,sten,2,3,A4, C1,brady,rhizo,2
30,A,2.36,B,sten,sten,2,4,A4, C1,brady,rhizo,2
30,B,2.51,B,sten,sten,2,4,A4, C1,brady,rhizo,2
30,A,4.5,A,sal,sal,2,4,A4, C1,brady,rhizo,2
30,B,0.25,A,sal,sal,2,0,A4, C1,brady,rhizo,2
30,A,0.02,D,sal,sal,2,1,A4, C1,brady,rhizo,2
30,B,0.08,D,sal,sal,2,1,A4, C1,brady,rhizo,2
31,A,0.16,B,sal&sten,sten,2,1,A1, D2,brady,sino,2
31,B,NA,B,sal&sten,sal,2,NA,A1, D2,brady,sino,2
31,A,0.01,A,sal&sten,sten,2,0,A1, D2,brady,sino,2
31,B,0.17,A,sal&sten,sal,2,0,A1, D2,brady,sino,2
31,A,0.16,A,sten,sten,2,3,A1, D2,brady,sino,2
31,B,0.12,A,sten,sten,2,0,A1, D2,brady,sino,2
31,A,0.15,B,sten,sten,2,0,A1, D2,brady,sino,2
31,B,0.15,B,sten,sten,2,0,A1, D2,brady,sino,2
31,A,0.06,A,sal,sal,2,0,A1, D2,brady,sino,2
31,B,0.12,A,sal,sal,2,0,A1, D2,brady,sino,2
31,A,0.09,B,sal,sal,2,0,A1, D2,brady,sino,2
31,B,0.05,B,sal,sal,2,0,A1, D2,brady,sino,2
31,A,4.83,C,sal,sal,2,5,A1, D2,brady,sino,2
31,B,0.14,C,sal,sal,2,1,A1, D2,brady,sino,2
31,A,0.09,D,sal,sal,2,0,A1, D2,brady,sino,2
31,B,0.08,D,sal,sal,2,1,A1, D2,brady,sino,2
31,A,0.12,E,sal,sal,2,0,A1, D2,brady,sino,2
31,B,0.12,E,sal,sal,2,0,A1, D2,brady,sino,2
31,A,0.09,F,sal,sal,2,NA,A1, D2,brady,sino,2
31,B,0.08,F,sal,sal,2,0,A1, D2,brady,sino,2
31,A,0.03,D,sal&sten,sten,2,0,A1, D2,brady,sino,2
31,B,0.1,D,sal&sten,sal,2,0,A1, D2,brady,sino,2
31,A,0.15,E,sal&sten,sten,2,0,A1, D2,brady,sino,2
31,B,0.01,E,sal&sten,sal,2,1,A1, D2,brady,sino,2
31,A,NA,F,sal&sten,sten,2,0,A1, D2,brady,sino,2
31,B,0.15,F,sal&sten,sal,2,0,A1, D2,brady,sino,2
31,A,0.1,D,sten,sten,2,0,A1, D2,brady,sino,2
31,B,0.21,D,sten,sten,2,0,A1, D2,brady,sino,2
31,A,0.14,E,sten,sten,2,0,A1, D2,brady,sino,2
31,B,0.01,E,sten,sten,2,0,A1, D2,brady,sino,2
31,A,0.06,F,sten,sten,2,1,A1, D2,brady,sino,2
31,A,0.1,C,sal&sten,sten,2,0,A1, D2,brady,sino,2
31,B,0.08,C,sal&sten,sal,2,0,A1, D2,brady,sino,2
31,A,0.08,C,sten,sten,2,0,A1, D2,brady,sino,2
31,B,0.07,C,sten,sten,2,0,A1, D2,brady,sino,2
31,B,0.1,F,sten,sten,2,0,A1, D2,brady,sino,2
32,A,0.06,B,sal,sal,2,0,B4, D3,meso,sino,2
32,A,0.26,A,sal,sal,2,0,B4, D3,meso,sino,2
32,B,0.93,A,sal,sal,2,2,B4, D3,meso,sino,2
32,A,0.08,D,sal,sal,2,0,B4, D3,meso,sino,2
32,B,0.1,B,sal,sal,2,0,B4, D3,meso,sino,2
32,A,1.3,E,sal,sal,2,4,B4, D3,meso,sino,2
32,B,0.14,E,sal,sal,2,2,B4, D3,meso,sino,2
32,A,2.43,F,sal,sal,2,0,B4, D3,meso,sino,2
32,B,0.07,D,sal,sal,2,0,B4, D3,meso,sino,2
32,A,0.17,D,sal&sten,sten,2,0,B4, D3,meso,sino,2
32,B,0.03,D,sal&sten,sal,2,0,B4, D3,meso,sino,2
32,A,0.11,E,sal&sten,sten,2,0,B4, D3,meso,sino,2
32,B,0.08,E,sal&sten,sal,2,0,B4, D3,meso,sino,2
32,A,0.14,F,sal&sten,sten,2,2,B4, D3,meso,sino,2
32,A,0.07,C,sal,sal,2,0,B4, D3,meso,sino,2
32,B,0.04,C,sal,sal,2,0,B4, D3,meso,sino,2
32,A,0.26,A,sal&sten,sten,2,2,B4, D3,meso,sino,2
32,B,0.12,A,sal&sten,sal,2,0,B4, D3,meso,sino,2
32,A,0.1,B,sal&sten,sten,2,0,B4, D3,meso,sino,2
32,B,0.1,B,sal&sten,sal,2,0,B4, D3,meso,sino,2
32,A,0.15,C,sal&sten,sten,2,0,B4, D3,meso,sino,2
32,B,0.06,C,sal&sten,sal,4,0,B4, D3,meso,sino,2
32,A,0.21,A,sten,sten,2,0,B4, D3,meso,sino,2
32,B,0.21,A,sten,sten,2,0,B4, D3,meso,sino,2
32,A,0.15,B,sten,sten,2,0,B4, D3,meso,sino,2
32,B,0.12,B,sten,sten,2,0,B4, D3,meso,sino,2
32,A,0.06,C,sten,sten,2,1,B4, D3,meso,sino,2
32,B,0.11,C,sten,sten,2,0,B4, D3,meso,sino,2
32,A,0.11,D,sten,sten,2,0,B4, D3,meso,sino,2
32,B,0.08,D,sten,sten,2,0,B4, D3,meso,sino,2
32,A,0.12,E,sten,sten,2,0,B4, D3,meso,sino,2
32,B,0.22,E,sten,sten,2,0,B4, D3,meso,sino,2
32,A,0.2,F,sten,sten,2,3,B4, D3,meso,sino,2
32,B,0.01,F,sten,sten,2,0,B4, D3,meso,sino,2
32,B,0.08,F,sal&sten,sal,2,0,B4, D3,meso,sino,2
32,B,0.02,F,sal,sal,2,0,B4, D3,meso,sino,2
33,B,0.53,A,sten,sten,4,2,A1-A4,brady,1
33,B,0.13,B,sten,sten,4,0,A1-A4,brady,1
33,A,0.14,A,sten,sten,4,0,A1-A4,brady,1
33,B,0.08,C,sten,sten,4,0,A1-A4,brady,1
33,A,0.18,D,sten,sten,4,1,A1-A4,brady,1
33,B,0.23,D,sten,sten,4,2,A1-A4,brady,1
33,A,0.08,C,sten,sten,4,1,A1-A4,brady,1
33,B,0.13,E,sten,sten,4,2,A1-A4,brady,1
33,A,0.38,F,sten,sten,4,3,A1-A4,brady,1
33,B,0.1,F,sten,sten,4,1,A1-A4,brady,1
33,B,0.14,E,sal,sal,4,0,A1-A4,brady,1
33,A,1.55,F,sal,sal,4,3,A1-A4,brady,1
33,B,3.08,F,sal,sal,4,5,A1-A4,brady,1
33,A,0.74,D,sal&sten,sten,4,3,A1-A4,brady,1
33,B,0.87,D,sal&sten,sal,4,2,A1-A4,brady,1
33,A,0.24,E,sal&sten,sten,4,2,A1-A4,brady,1
33,B,2.24,E,sal&sten,sal,4,4,A1-A4,brady,1
33,A,0.08,F,sal&sten,sten,4,0,A1-A4,brady,1
33,B,2.13,F,sal&sten,sal,4,5,A1-A4,brady,1
33,A,0.12,E,sten,sten,4,2,A1-A4,brady,1
33,A,0.86,A,sal&sten,sten,4,4,A1-A4,brady,1
33,B,5.62,A,sal&sten,sal,4,5,A1-A4,brady,1
33,A,0.7,B,sal&sten,sten,4,3,A1-A4,brady,1
33,B,2.61,B,sal&sten,sal,4,4,A1-A4,brady,1
33,A,0.27,C,sal&sten,sten,4,2,A1-A4,brady,1
33,B,6.67,C,sal&sten,sal,4,4,A1-A4,brady,1
33,A,0.0502,B,sal,sal,4,0,A1-A4,brady,1
33,A,0.26,B,sten,sten,4,2,A1-A4,brady,1
33,A,4.28,A,sal,sal,4,1,A1-A4,brady,1
33,B,5.57,A,sal,sal,4,5,A1-A4,brady,1
33,A,7.33,D,sal,sal,4,3,A1-A4,brady,1
33,B,3.84,B,sal,sal,4,5,A1-A4,brady,1
33,A,4.05,C,sal,sal,4,4,A1-A4,brady,1
33,B,1.78,C,sal,sal,4,3,A1-A4,brady,1
33,B,0.33,D,sal,sal,4,3,A1-A4,brady,1
33,A,2.2,E,sal,sal,4,4,A1-A4,brady,1
34,B,0.09,B,sten,sten,4,0,B1-B4,meso,1
34,B,0.07,C,sal&sten,sal,4,0,B1-B4,meso,1
34,A,0.14,D,sal&sten,sten,4,0,B1-B4,meso,1
34,B,0.33,D,sal&sten,sal,4,2,B1-B4,meso,1
34,A,0.16,C,sten,sten,4,0,B1-B4,meso,1
34,B,0.07,C,sten,sten,4,0,B1-B4,meso,1
34,A,0.12,D,sten,sten,4,0,B1-B4,meso,1
34,B,0.18,D,sten,sten,4,0,B1-B4,meso,1
34,A,0.09,E,sten,sten,4,0,B1-B4,meso,1
34,A,0.16,A,sal&sten,sten,4,0,B1-B4,meso,1
34,B,0.06,A,sal&sten,sal,4,0,B1-B4,meso,1
34,A,0.11,B,sal&sten,sten,4,0,B1-B4,meso,1
34,B,5.58,B,sal&sten,sal,4,4,B1-B4,meso,1
34,A,0.04,C,sal&sten,sten,4,0,B1-B4,meso,1
34,A,0.1,A,sten,sten,4,0,B1-B4,meso,1
34,B,0.23,A,sten,sten,4,0,B1-B4,meso,1
34,A,0.12,B,sten,sten,4,0,B1-B4,meso,1
34,A,0.09,A,sal,sal,4,0,B1-B4,meso,1
34,B,0.08,A,sal,sal,4,1,B1-B4,meso,1
34,A,0.12,B,sal,sal,4,0,B1-B4,meso,1
34,B,0.09,B,sal,sal,4,0,B1-B4,meso,1
34,A,0.03,C,sal,sal,4,0,B1-B4,meso,1
34,B,0.02,C,sal,sal,4,0,B1-B4,meso,1
34,B,0.12,E,sten,sten,4,0,B1-B4,meso,1
34,A,0.11,F,sten,sten,4,0,B1-B4,meso,1
34,B,0.02,F,sten,sten,4,0,B1-B4,meso,1
34,A,0.15,E,sal,sal,4,0,B1-B4,meso,1
34,B,0.07,E,sal,sal,4,0,B1-B4,meso,1
34,A,0.14,F,sal,sal,4,0,B1-B4,meso,1
34,B,0.1,F,sal,sal,4,0,B1-B4,meso,1
34,B,0.09,F,sal&sten,sal,4,0,B1-B4,meso,1
34,A,0.26,E,sal&sten,sten,4,0,B1-B4,meso,1
34,B,0.11,E,sal&sten,sal,4,0,B1-B4,meso,1
34,A,0.08,F,sal&sten,sten,4,0,B1-B4,meso,1
34,A,0.09,D,sal,sal,4,0,B1-B4,meso,1
34,B,0.06,D,sal,sal,4,0,B1-B4,meso,1
35,A,2.81,F,sten,sten,4,4,C1-C4,rhizo,1
35,B,1.09,F,sten,sten,4,2,C1-C4,rhizo,1
35,A,1.75,C,sten,sten,4,4,C1-C4,rhizo,1
35,B,0.11,E,sten,sten,4,0,C1-C4,rhizo,1
35,A,0.2,F,sal,sal,4,1,C1-C4,rhizo,1
35,B,1.88,F,sal,sal,4,3,C1-C4,rhizo,1
35,B,0.09,D,sal&sten,sal,4,0,C1-C4,rhizo,1
35,A,0.14,E,sal&sten,sten,4,0,C1-C4,rhizo,1
35,B,0.07,C,sten,sten,4,1,C1-C4,rhizo,1
35,A,3.02,D,sten,sten,4,4,C1-C4,rhizo,1
35,B,1.98,D,sten,sten,4,3,C1-C4,rhizo,1
35,A,0.09,E,sten,sten,4,0,C1-C4,rhizo,1
35,A,0.07,A,sal&sten,sten,4,0,C1-C4,rhizo,1
35,B,0.18,A,sal&sten,sal,4,0,C1-C4,rhizo,1
35,A,0.19,B,sal&sten,sten,4,2,C1-C4,rhizo,1
35,A,0.46,E,sal,sal,4,2,C1-C4,rhizo,1
35,B,0.37,E,sal,sal,4,2,C1-C4,rhizo,1
35,B,0.04,C,sal&sten,sal,4,1,C1-C4,rhizo,1
35,A,0.13,D,sal&sten,sten,4,0,C1-C4,rhizo,1
35,A,0.32,B,sten,sten,4,2,C1-C4,rhizo,1
35,B,1.2,B,sten,sten,4,3,C1-C4,rhizo,1
35,B,0.08,E,sal&sten,sal,4,0,C1-C4,rhizo,1
35,A,2.11,F,sal&sten,sten,4,4,C1-C4,rhizo,1
35,B,0.19,F,sal&sten,sal,4,2,C1-C4,rhizo,1
35,B,0.07,B,sal,sal,4,0,C1-C4,rhizo,1
35,A,0.07,C,sal,sal,4,0,C1-C4,rhizo,1
35,B,0.08,C,sal,sal,4,0,C1-C4,rhizo,1
35,A,0.66,D,sal,sal,4,3,C1-C4,rhizo,1
35,B,0.11,B,sal&sten,sal,4,0,C1-C4,rhizo,1
35,A,0.16,C,sal&sten,sten,4,1,C1-C4,rhizo,1
35,A,0.12,A,sten,sten,4,0,C1-C4,rhizo,1
35,B,0.14,A,sten,sten,4,0,C1-C4,rhizo,1
35,A,0.1,B,sal,sal,4,0,C1-C4,rhizo,1
35,B,0.0402,D,sal,sal,4,0,C1-C4,rhizo,1
35,A,0.4,A,sal,sal,4,2,C1-C4,rhizo,1
35,B,0.01,A,sal,sal,4,0,C1-C4,rhizo,1
36,A,0.67,C,sten,sten,4,0,D1-D4,sino,1
36,B,0.14,C,sten,sten,4,2,D1-D4,sino,1
36,B,0.08,A,sal&sten,sal,4,0,D1-D4,sino,1
36,A,0.2,B,sal&sten,sten,4,1,D1-D4,sino,1
36,B,0.17,B,sal&sten,sal,4,1,D1-D4,sino,1
36,A,0.1,A,sal&sten,sten,4,0,D1-D4,sino,1
36,A,0.14,A,sten,sten,4,2,D1-D4,sino,1
36,B,0.16,A,sten,sten,4,0,D1-D4,sino,1
36,A,0.15,B,sten,sten,4,0,D1-D4,sino,1
36,B,0.37,B,sten,sten,4,2,D1-D4,sino,1
36,A,0.79,A,sal,sal,4,2,D1-D4,sino,1
36,B,0.08,A,sal,sal,4,0,D1-D4,sino,1
36,A,0.73,D,sten,sten,4,3,D1-D4,sino,1
36,B,0.07,D,sten,sten,4,0,D1-D4,sino,1
36,A,0.11,E,sten,sten,4,1,D1-D4,sino,1
36,B,1.76,E,sten,sten,4,4,D1-D4,sino,1
36,A,1.31,F,sten,sten,4,3,D1-D4,sino,1
36,B,2.31,F,sten,sten,4,4,D1-D4,sino,1
36,A,0.08,E,sal,sal,4,1,D1-D4,sino,1
36,B,0.03,E,sal,sal,4,1,D1-D4,sino,1
36,A,0.02,F,sal,sal,4,0,D1-D4,sino,1
36,B,0.15,F,sal,sal,4,0,D1-D4,sino,1
36,B,0.11,D,sal&sten,sal,4,0,D1-D4,sino,1
36,A,0.11,E,sal&sten,sten,4,1,D1-D4,sino,1
36,B,0.2,E,sal&sten,sal,4,1,D1-D4,sino,1
36,A,0.11,F,sal&sten,sten,4,0,D1-D4,sino,1
36,B,1.37,F,sal&sten,sal,4,3,D1-D4,sino,1
36,B,0.04,B,sal,sal,4,0,D1-D4,sino,1
36,A,0.06,C,sal,sal,4,0,D1-D4,sino,1
36,B,0.07,C,sal,sal,4,1,D1-D4,sino,1
36,A,NA,D,sal,sal,4,NA,D1-D4,sino,1
36,B,0.12,D,sal,sal,4,0,D1-D4,sino,1
36,A,0.11,C,sal&sten,sten,4,0,D1-D4,sino,1
36,B,0.11,C,sal&sten,sal,4,0,D1-D4,sino,1
36,A,0.1133,D,sal&sten,sten,4,0,D1-D4,sino,1
36,A,0.0447,B,sal,sal,4,0,D1-D4,sino,1
37,B,0.25,C,sten,sten,4,1,A1, B3, C4, D1,brady,meso,rhizo,3
37,A,2.52,D,sten,sten,4,5,A1, B3, C4, D1,brady,meso,rhizo,3
37,B,1.66,D,sten,sten,4,4,A1, B3, C4, D1,brady,meso,rhizo,3
37,A,1.73,C,sten,sten,4,4,A1, B3, C4, D1,brady,meso,rhizo,3
37,B,1.55,E,sten,sten,4,4,A1, B3, C4, D1,brady,meso,rhizo,3
37,A,3,F,sten,sten,4,5,A1, B3, C4, D1,brady,meso,rhizo,3
37,B,0.02,F,sten,sten,4,0,A1, B3, C4, D1,brady,meso,rhizo,3
37,A,0.11,E,sal,sal,4,0,A1, B3, C4, D1,brady,meso,rhizo,3
37,B,6.09,E,sal,sal,4,5,A1, B3, C4, D1,brady,meso,rhizo,3
37,B,NA,C,sal&sten,sal,4,3,A1, B3, C4, D1,brady,meso,rhizo,3
37,A,0.16,D,sal&sten,sten,4,0,A1, B3, C4, D1,brady,meso,rhizo,3
37,B,0.12,D,sal&sten,sal,4,2,A1, B3, C4, D1,brady,meso,rhizo,3
37,A,0.95,E,sal&sten,sten,4,3,A1, B3, C4, D1,brady,meso,rhizo,3
37,B,1,E,sal&sten,sal,4,2,A1, B3, C4, D1,brady,meso,rhizo,3
37,A,1.79,F,sal&sten,sten,4,4,A1, B3, C4, D1,brady,meso,rhizo,3
37,B,1.94,F,sal&sten,sal,4,4,A1, B3, C4, D1,brady,meso,rhizo,3
37,A,2.15,E,sten,sten,4,4,A1, B3, C4, D1,brady,meso,rhizo,3
37,A,4.68,A,sal&sten,sten,4,5,A1, B3, C4, D1,brady,meso,rhizo,3
37,B,2.7,A,sal&sten,sal,4,5,A1, B3, C4, D1,brady,meso,rhizo,3
37,A,2.78,B,sal&sten,sten,4,4,A1, B3, C4, D1,brady,meso,rhizo,3
37,B,2.65,B,sal&sten,sal,4,5,A1, B3, C4, D1,brady,meso,rhizo,3
37,A,1,C,sal&sten,sten,4,2,A1, B3, C4, D1,brady,meso,rhizo,3
37,A,0.32,A,sten,sten,4,2,A1, B3, C4, D1,brady,meso,rhizo,3
37,B,2.61,A,sten,sten,4,4,A1, B3, C4, D1,brady,meso,rhizo,3
37,A,1.99,B,sten,sten,4,4,A1, B3, C4, D1,brady,meso,rhizo,3
37,B,0.22,B,sten,sten,4,1,A1, B3, C4, D1,brady,meso,rhizo,3
37,A,0.06,A,sal,sal,4,0,A1, B3, C4, D1,brady,meso,rhizo,3
37,B,0.07,A,sal,sal,4,1,A1, B3, C4, D1,brady,meso,rhizo,3
37,A,3.96,B,sal,sal,4,5,A1, B3, C4, D1,brady,meso,rhizo,3
37,B,2.51,B,sal,sal,4,4,A1, B3, C4, D1,brady,meso,rhizo,3
37,A,0.57,C,sal,sal,4,2,A1, B3, C4, D1,brady,meso,rhizo,3
37,B,3.14,C,sal,sal,4,4,A1, B3, C4, D1,brady,meso,rhizo,3
37,A,3.06,D,sal,sal,4,5,A1, B3, C4, D1,brady,meso,rhizo,3
37,B,2.94,D,sal,sal,4,5,A1, B3, C4, D1,brady,meso,rhizo,3
37,A,4.96,F,sal,sal,4,5,A1, B3, C4, D1,brady,meso,rhizo,3
37,B,1.01,F,sal,sal,4,3,A1, B3, C4, D1,brady,meso,rhizo,3
38,A,1.48,A,sten,sten,4,3,A3, B2, C2, D4,brady,meso,rhizo,3
38,B,1.19,A,sten,sten,4,3,A3, B2, C2, D4,brady,meso,rhizo,3
38,A,0.066,C,sten,sten,4,0,A3, B2, C2, D4,brady,meso,rhizo,3
38,B,0.68,C,sten,sten,4,2,A3, B2, C2, D4,brady,meso,rhizo,3
38,A,0.04,D,sten,sten,4,0,A3, B2, C2, D4,brady,meso,rhizo,3
38,B,0.21,D,sten,sten,4,0,A3, B2, C2, D4,brady,meso,rhizo,3
38,A,0.21,E,sten,sten,4,3,A3, B2, C2, D4,brady,meso,rhizo,3
38,B,0.58,E,sten,sten,4,3,A3, B2, C2, D4,brady,meso,rhizo,3
38,A,0.13,F,sten,sten,4,0,A3, B2, C2, D4,brady,meso,rhizo,3
38,B,0.11,F,sten,sten,4,0,A3, B2, C2, D4,brady,meso,rhizo,3
38,A,3.26,E,sal,sal,4,4,A3, B2, C2, D4,brady,meso,rhizo,3
38,B,2.26,E,sal,sal,4,4,A3, B2, C2, D4,brady,meso,rhizo,3
38,A,0.01,F,sal,sal,4,0,A3, B2, C2, D4,brady,meso,rhizo,3
38,B,2.16,F,sal,sal,4,5,A3, B2, C2, D4,brady,meso,rhizo,3
38,B,3.37,D,sal&sten,sal,4,5,A3, B2, C2, D4,brady,meso,rhizo,3
38,A,0.22,E,sal&sten,sten,4,2,A3, B2, C2, D4,brady,meso,rhizo,3
38,B,6.37,E,sal&sten,sal,4,5,A3, B2, C2, D4,brady,meso,rhizo,3
38,A,0.64,F,sal&sten,sten,4,2,A3, B2, C2, D4,brady,meso,rhizo,3
38,B,3.64,F,sal&sten,sal,4,4,A3, B2, C2, D4,brady,meso,rhizo,3
38,B,3.84,B,sal,sal,4,4,A3, B2, C2, D4,brady,meso,rhizo,3
38,A,0.77,A,sal&sten,sten,4,2,A3, B2, C2, D4,brady,meso,rhizo,3
38,B,6.15,A,sal&sten,sal,4,4,A3, B2, C2, D4,brady,meso,rhizo,3
38,A,0.64,B,sal&sten,sten,4,2,A3, B2, C2, D4,brady,meso,rhizo,3
38,B,6.29,B,sal&sten,sal,4,5,A3, B2, C2, D4,brady,meso,rhizo,3
38,A,0.47,C,sal&sten,sten,4,2,A3, B2, C2, D4,brady,meso,rhizo,3
