bact.trt,Plant,Wt,Block,host.trt,species,n.strains,nodulation,rhiz.strain,rhiz.genus,bact.div
38,B,3.95,C,sal&sten,sal,4,3,A3, B2, C2, D4,brady,meso,rhizo,3
38,A,0.31,D,sal&sten,sten,4,2,A3, B2, C2, D4,brady,meso,rhizo,3
38,A,0.96,B,sten,sten,4,3,A3, B2, C2, D4,brady,meso,rhizo,3
38,B,0.41,B,sten,sten,4,3,A3, B2, C2, D4,brady,meso,rhizo,3
38,A,2.81,A,sal,sal,4,4,A3, B2, C2, D4,brady,meso,rhizo,3
38,B,7.02,A,sal,sal,4,4,A3, B2, C2, D4,brady,meso,rhizo,3
38,A,4.97,B,sal,sal,4,4,A3, B2, C2, D4,brady,meso,rhizo,3
38,B,1.24,D,sal,sal,4,2,A3, B2, C2, D4,brady,meso,rhizo,3
38,A,4.32,C,sal,sal,4,4,A3, B2, C2, D4,brady,meso,rhizo,3
38,B,1.61,C,sal,sal,4,4,A3, B2, C2, D4,brady,meso,rhizo,3
38,A,4.56,D,sal,sal,4,4,A3, B2, C2, D4,brady,meso,rhizo,3
39,B,0.12,E,sten,sten,4,1,A2, B4, C1, D3,brady,meso,rhizo,3
39,B,1.06,C,sal&sten,sal,4,3,A2, B4, C1, D3,brady,meso,rhizo,3
39,A,0.16,D,sal&sten,sten,4,0,A2, B4, C1, D3,brady,meso,rhizo,3
39,B,0.06,D,sal&sten,sal,4,0,A2, B4, C1, D3,brady,meso,rhizo,3
39,A,0.07,C,sten,sten,4,0,A2, B4, C1, D3,brady,meso,rhizo,3
39,B,0.17,C,sten,sten,4,0,A2, B4, C1, D3,brady,meso,rhizo,3
39,A,0.2,D,sten,sten,4,1,A2, B4, C1, D3,brady,meso,rhizo,3
39,B,0.1,D,sten,sten,4,0,A2, B4, C1, D3,brady,meso,rhizo,3
39,A,0.13,E,sten,sten,4,1,A2, B4, C1, D3,brady,meso,rhizo,3
39,A,0.25,A,sal&sten,sten,4,1,A2, B4, C1, D3,brady,meso,rhizo,3
39,B,0.14,A,sal&sten,sal,4,1,A2, B4, C1, D3,brady,meso,rhizo,3
39,A,0.22,B,sal&sten,sten,4,2,A2, B4, C1, D3,brady,meso,rhizo,3
39,B,0.37,B,sal&sten,sal,4,2,A2, B4, C1, D3,brady,meso,rhizo,3
39,A,0.32,C,sal&sten,sten,4,1,A2, B4, C1, D3,brady,meso,rhizo,3
39,A,0.24,A,sten,sten,4,2,A2, B4, C1, D3,brady,meso,rhizo,3
39,B,0.11,A,sten,sten,4,0,A2, B4, C1, D3,brady,meso,rhizo,3
39,A,0.2,B,sten,sten,4,1,A2, B4, C1, D3,brady,meso,rhizo,3
39,B,0.16,B,sten,sten,4,1,A2, B4, C1, D3,brady,meso,rhizo,3
39,A,0.27,A,sal,sal,4,2,A2, B4, C1, D3,brady,meso,rhizo,3
39,B,0.28,A,sal,sal,4,2,A2, B4, C1, D3,brady,meso,rhizo,3
39,A,0.44,B,sal,sal,4,2,A2, B4, C1, D3,brady,meso,rhizo,3
39,B,2.58,B,sal,sal,4,4,A2, B4, C1, D3,brady,meso,rhizo,3
39,A,0.08,C,sal,sal,4,1,A2, B4, C1, D3,brady,meso,rhizo,3
39,B,0.1,C,sal,sal,4,1,A2, B4, C1, D3,brady,meso,rhizo,3
39,A,0.38,D,sal,sal,4,3,A2, B4, C1, D3,brady,meso,rhizo,3
39,A,0.1,F,sten,sten,4,0,A2, B4, C1, D3,brady,meso,rhizo,3
39,B,0.1,F,sten,sten,4,1,A2, B4, C1, D3,brady,meso,rhizo,3
39,B,0.07,E,sal,sal,4,0,A2, B4, C1, D3,brady,meso,rhizo,3
39,A,0.28,F,sal,sal,4,2,A2, B4, C1, D3,brady,meso,rhizo,3
39,B,0.1,F,sal,sal,4,0,A2, B4, C1, D3,brady,meso,rhizo,3
39,B,0.14,F,sal&sten,sal,4,2,A2, B4, C1, D3,brady,meso,rhizo,3
39,A,0.12,E,sal&sten,sten,4,0,A2, B4, C1, D3,brady,meso,rhizo,3
39,B,0.09,E,sal&sten,sal,4,0,A2, B4, C1, D3,brady,meso,rhizo,3
39,A,0.12,F,sal&sten,sten,4,1,A2, B4, C1, D3,brady,meso,rhizo,3
39,B,0.02,D,sal,sal,4,0,A2, B4, C1, D3,brady,meso,rhizo,3
39,A,0.08,E,sal,sal,4,0,A2, B4, C1, D3,brady,meso,rhizo,3
4,B,0.08,B,sten,sten,1,0,A4,brady,1
4,A,0.1,C,sten,sten,1,0,A4,brady,1
4,B,0.22,A,sal&sten,sal,1,0,A4,brady,1
4,A,0.12,B,sal&sten,sten,1,0,A4,brady,1
4,B,0.0489,B,sal&sten,sal,1,0,A4,brady,1
4,A,0.12,A,sal&sten,sten,1,0,A4,brady,1
4,A,0.18,A,sten,sten,1,0,A4,brady,1
4,B,0.21,A,sten,sten,1,0,A4,brady,1
4,A,0.38,B,sten,sten,1,0,A4,brady,1
4,A,0.08,A,sal,sal,1,1,A4,brady,1
4,B,0.08,A,sal,sal,1,0,A4,brady,1
4,B,0.16,C,sten,sten,1,0,A4,brady,1
4,A,0.12,D,sten,sten,1,0,A4,brady,1
4,B,0.15,D,sten,sten,1,0,A4,brady,1
4,A,0.1,E,sten,sten,1,0,A4,brady,1
4,B,0.17,E,sten,sten,1,0,A4,brady,1
4,A,0.23,F,sten,sten,1,0,A4,brady,1
4,B,0.14,F,sten,sten,1,0,A4,brady,1
4,A,0.05,E,sal,sal,1,1,A4,brady,1
4,B,0.09,E,sal,sal,1,0,A4,brady,1
4,A,0.09,F,sal,sal,1,0,A4,brady,1
4,B,0.1,F,sal,sal,1,0,A4,brady,1
4,B,0.09,D,sal&sten,sal,1,0,A4,brady,1
4,A,0.11,E,sal&sten,sten,1,0,A4,brady,1
4,B,0.08,E,sal&sten,sal,1,0,A4,brady,1
4,A,0.17,F,sal&sten,sten,1,0,A4,brady,1
4,B,0.2,F,sal&sten,sal,1,0,A4,brady,1
4,B,0.06,B,sal,sal,1,0,A4,brady,1
4,A,0.09,C,sal,sal,1,0,A4,brady,1
4,B,0.08,C,sal,sal,1,0,A4,brady,1
4,A,0.06,D,sal,sal,1,0,A4,brady,1
4,B,0.09,D,sal,sal,1,0,A4,brady,1
4,A,0.08,C,sal&sten,sten,1,0,A4,brady,1
4,B,0.01,C,sal&sten,sal,1,0,A4,brady,1
4,A,0.16,D,sal&sten,sten,1,0,A4,brady,1
4,A,0.08,B,sal,sal,1,0,A4,brady,1
40,B,0.17,B,sten,sten,4,1,A4, B1, C4, D2,brady,meso,rhizo,3
40,A,0.19,F,sten,sten,4,1,A4, B1, C4, D2,brady,meso,rhizo,3
40,B,0.17,F,sten,sten,4,1,A4, B1, C4, D2,brady,meso,rhizo,3
40,A,0.09,E,sten,sten,4,1,A4, B1, C4, D2,brady,meso,rhizo,3
40,B,0.2,E,sten,sten,4,1,A4, B1, C4, D2,brady,meso,rhizo,3
40,B,0.08,F,sal,sal,4,0,A4, B1, C4, D2,brady,meso,rhizo,3
40,B,0.14,D,sal&sten,sal,4,0,A4, B1, C4, D2,brady,meso,rhizo,3
40,A,0.07,E,sal&sten,sten,4,0,A4, B1, C4, D2,brady,meso,rhizo,3
40,A,0.03,C,sten,sten,4,1,A4, B1, C4, D2,brady,meso,rhizo,3
40,B,0.07,C,sten,sten,4,1,A4, B1, C4, D2,brady,meso,rhizo,3
40,A,0.13,D,sten,sten,4,0,A4, B1, C4, D2,brady,meso,rhizo,3
40,B,0.14,D,sten,sten,4,0,A4, B1, C4, D2,brady,meso,rhizo,3
40,A,0.15,A,sal&sten,sten,4,1,A4, B1, C4, D2,brady,meso,rhizo,3
40,B,0.08,A,sal&sten,sal,4,1,A4, B1, C4, D2,brady,meso,rhizo,3
40,A,0.09,B,sal&sten,sten,4,0,A4, B1, C4, D2,brady,meso,rhizo,3
40,B,0.12,B,sal&sten,sal,4,1,A4, B1, C4, D2,brady,meso,rhizo,3
40,B,0.08,E,sal,sal,4,0,A4, B1, C4, D2,brady,meso,rhizo,3
40,A,NA,F,sal,sal,4,0,A4, B1, C4, D2,brady,meso,rhizo,3
40,A,0.0971,D,sal&sten,sten,4,0,A4, B1, C4, D2,brady,meso,rhizo,3
40,B,0.12,A,sten,sten,4,1,A4, B1, C4, D2,brady,meso,rhizo,3
40,A,0.23,B,sten,sten,4,2,A4, B1, C4, D2,brady,meso,rhizo,3
40,B,0.15,E,sal&sten,sal,4,2,A4, B1, C4, D2,brady,meso,rhizo,3
40,A,0.16,F,sal&sten,sten,4,0,A4, B1, C4, D2,brady,meso,rhizo,3
40,B,0.08,F,sal&sten,sal,4,0,A4, B1, C4, D2,brady,meso,rhizo,3
40,B,0.06,B,sal,sal,4,1,A4, B1, C4, D2,brady,meso,rhizo,3
40,A,0.09,C,sal,sal,4,2,A4, B1, C4, D2,brady,meso,rhizo,3
40,B,0.11,C,sal,sal,4,0,A4, B1, C4, D2,brady,meso,rhizo,3
40,A,0.02,D,sal,sal,4,0,A4, B1, C4, D2,brady,meso,rhizo,3
40,B,0.11,D,sal,sal,4,0,A4, B1, C4, D2,brady,meso,rhizo,3
40,A,0.06,C,sal&sten,sten,4,0,A4, B1, C4, D2,brady,meso,rhizo,3
40,B,0.06,C,sal&sten,sal,N-,0,A4, B1, C4, D2,brady,meso,rhizo,3
40,A,0.11,A,sten,sten,4,1,A4, B1, C4, D2,brady,meso,rhizo,3
40,A,0.12,B,sal,sal,4,1,A4, B1, C4, D2,brady,meso,rhizo,3
40,A,0.11,A,sal,sal,4,0,A4, B1, C4, D2,brady,meso,rhizo,3
40,B,0.05,A,sal,sal,4,1,A4, B1, C4, D2,brady,meso,rhizo,3
40,A,0.02,E,sal,sal,4,0,A4, B1, C4, D2,brady,meso,rhizo,3
41,A,0.19,C,sten,sten,N-,0,N- CONTROL,none,0
41,B,0.07,B,sten,sten,N-,0,N- CONTROL,none,0
41,A,0.06,A,sal&sten,sten,N-,0,N- CONTROL,none,0
41,A,0.19,B,sal&sten,sten,N-,0,N- CONTROL,none,0
41,B,0.0765,B,sal&sten,sal,N-,0,N- CONTROL,none,0
41,A,0.12,C,sal&sten,sten,N-,0,N- CONTROL,none,0
41,B,0.15,A,sal&sten,sal,N-,0,N- CONTROL,none,0
41,A,0.21,A,sten,sten,N-,1,N- CONTROL,none,0
41,B,0.16,A,sten,sten,N-,0,N- CONTROL,none,0
41,A,0.13,B,sten,sten,N-,0,N- CONTROL,none,0
41,A,0.18,A,sal,sal,N-,0,N- CONTROL,none,0
41,B,0.1,A,sal,sal,N-,0,N- CONTROL,none,0
41,A,0.11,B,sal,sal,N-,0,N- CONTROL,none,0
41,B,0.12,B,sal,sal,N-,0,N- CONTROL,none,0
41,A,0.14,C,sal,sal,N-,0,N- CONTROL,none,0
41,B,0.11,C,sal,sal,N-,0,N- CONTROL,none,0
41,A,0.14,D,sal,sal,N-,0,N- CONTROL,none,0
41,B,0.45,D,sal,sal,N-,2,N- CONTROL,none,0
41,A,0.12,E,sal,sal,N-,0,N- CONTROL,none,0
41,B,0.09,E,sal,sal,N-,0,N- CONTROL,none,0
41,A,0.1,F,sal,sal,N-,0,N- CONTROL,none,0
41,B,0.11,F,sal,sal,N-,0,N- CONTROL,none,0
41,A,0.14,D,sal&sten,sten,N-,0,N- CONTROL,none,0
41,B,0.21,D,sal&sten,sal,N-,2,N- CONTROL,none,0
41,A,0.12,E,sal&sten,sten,N-,0,N- CONTROL,none,0
41,B,0.11,E,sal&sten,sal,N-,0,N- CONTROL,none,0
41,A,0.1,F,sal&sten,sten,N-,0,N- CONTROL,none,0
41,B,0.08,F,sal&sten,sal,N-,0,N- CONTROL,none,0
41,A,0.16,D,sten,sten,N-,0,N- CONTROL,none,0
41,B,0.15,D,sten,sten,N-,0,N- CONTROL,none,0
41,A,0.08,E,sten,sten,N-,0,N- CONTROL,none,0
41,B,0.11,E,sten,sten,N-,0,N- CONTROL,none,0
41,A,0.06,F,sten,sten,N-,0,N- CONTROL,none,0
41,B,0.11,F,sten,sten,N-,0,N- CONTROL,none,0
41,B,0.09,C,sal&sten,sal,N+,0,N- CONTROL,none,0
41,B,0.15,C,sten,sten,N-,0,N- CONTROL,none,0
42,A,0.56,A,sal,sal,N+,0,N+ CONTROL,none,0
42,A,0.26,B,sal,sal,N+,0,N+ CONTROL,none,0
42,B,0.46,B,sal,sal,N+,0,N+ CONTROL,none,0
42,A,0.32,C,sal,sal,N+,0,N+ CONTROL,none,0
42,B,0.13,A,sal,sal,N+,0,N+ CONTROL,none,0
42,A,0.46,D,sal,sal,N+,0,N+ CONTROL,none,0
42,B,0.3,D,sal,sal,N+,0,N+ CONTROL,none,0
42,A,0.47,E,sal,sal,N+,0,N+ CONTROL,none,0
42,B,0.14,E,sal,sal,N+,0,N+ CONTROL,none,0
42,A,0.35,F,sal,sal,N+,0,N+ CONTROL,none,0
42,B,0.48,F,sal,sal,N+,0,N+ CONTROL,none,0
42,A,0.81,D,sal&sten,sten,N+,0,N+ CONTROL,none,0
42,B,0.31,D,sal&sten,sal,N+,0,N+ CONTROL,none,0
42,A,0.51,E,sal&sten,sten,N+,0,N+ CONTROL,none,0
42,B,0.39,E,sal&sten,sal,N+,0,N+ CONTROL,none,0
42,A,0.48,F,sal&sten,sten,N+,0,N+ CONTROL,none,0
42,B,0.55,F,sal&sten,sal,N+,2,N+ CONTROL,none,0
42,B,0.24,C,sal,sal,N+,0,N+ CONTROL,none,0
42,A,0.59,A,sal&sten,sten,N+,1,N+ CONTROL,none,0
42,B,0.29,A,sal&sten,sal,N+,0,N+ CONTROL,none,0
42,A,0.62,B,sal&sten,sten,N+,0,N+ CONTROL,none,0
42,B,0.49,B,sal&sten,sal,N+,2,N+ CONTROL,none,0
42,A,0.52,C,sal&sten,sten,N+,0,N+ CONTROL,none,0
42,B,0.38,C,sal&sten,sal,1,0,N+ CONTROL,none,0
42,A,0.45,A,sten,sten,N+,0,N+ CONTROL,none,0
42,B,0.53,A,sten,sten,N+,0,N+ CONTROL,none,0
42,A,0.65,B,sten,sten,N+,0,N+ CONTROL,none,0
42,B,0.77,B,sten,sten,N+,0,N+ CONTROL,none,0
42,A,0.6,C,sten,sten,N+,0,N+ CONTROL,none,0
42,B,0.68,C,sten,sten,N+,0,N+ CONTROL,none,0
42,A,0.28,D,sten,sten,N+,0,N+ CONTROL,none,0
42,B,0.47,D,sten,sten,N+,0,N+ CONTROL,none,0
42,A,0.7,E,sten,sten,N+,0,N+ CONTROL,none,0
42,B,0.42,E,sten,sten,N+,0,N+ CONTROL,none,0
42,A,0.28,F,sten,sten,N+,1,N+ CONTROL,none,0
42,B,0.78,F,sten,sten,N+,0,N+ CONTROL,none,0
5,B,0.12,C,sten,sten,1,2,B1,meso,1
5,A,0.14,D,sten,sten,1,1,B1,meso,1
5,B,0.1,D,sten,sten,1,1,B1,meso,1
5,A,0.08,C,sten,sten,1,2,B1,meso,1
5,B,0.14,E,sten,sten,1,1,B1,meso,1
5,A,0.06,F,sten,sten,1,1,B1,meso,1
5,B,0.07,F,sten,sten,1,1,B1,meso,1
5,A,0.12,E,sal,sal,1,1,B1,meso,1
5,B,0.05,E,sal,sal,1,0,B1,meso,1
5,B,0.06,C,sal&sten,sal,1,1,B1,meso,1
5,A,0.06,D,sal&sten,sten,1,1,B1,meso,1
5,B,0.08,D,sal&sten,sal,1,0,B1,meso,1
5,A,0.06,E,sal&sten,sten,1,1,B1,meso,1
5,B,0.2,E,sal&sten,sal,1,1,B1,meso,1
5,A,0.09,F,sal&sten,sten,1,1,B1,meso,1
5,B,0.07,F,sal&sten,sal,1,0,B1,meso,1
5,A,0.09,E,sten,sten,1,1,B1,meso,1
5,A,0.09,A,sal&sten,sten,1,1,B1,meso,1
5,B,0.08,A,sal&sten,sal,1,1,B1,meso,1
5,A,0.08,B,sal&sten,sten,1,1,B1,meso,1
5,B,0.05,B,sal&sten,sal,1,1,B1,meso,1
5,A,0.09,C,sal&sten,sten,1,1,B1,meso,1
5,A,0.16,A,sten,sten,1,1,B1,meso,1
5,B,0.16,A,sten,sten,1,2,B1,meso,1
5,A,0.1,B,sten,sten,1,1,B1,meso,1
5,B,0.14,B,sten,sten,1,1,B1,meso,1
5,A,0.08,A,sal,sal,1,1,B1,meso,1
5,B,0.06,A,sal,sal,1,1,B1,meso,1
5,A,0.06,B,sal,sal,1,1,B1,meso,1
5,B,0.06,B,sal,sal,1,1,B1,meso,1
5,A,0.0566,C,sal,sal,1,1,B1,meso,1
5,B,0.0643,C,sal,sal,1,3,B1,meso,1
5,A,0.07,D,sal,sal,1,0,B1,meso,1
5,B,0.05,D,sal,sal,1,2,B1,meso,1
5,A,0.05,F,sal,sal,1,1,B1,meso,1
5,B,0.07,F,sal,sal,1,0,B1,meso,1
6,A,0.15,A,sten,sten,1,0,B2,meso,1
6,B,0.2,A,sten,sten,1,0,B2,meso,1
6,A,0.1,C,sten,sten,1,0,B2,meso,1
6,B,0.11,C,sten,sten,1,0,B2,meso,1
6,A,0.13,D,sten,sten,1,0,B2,meso,1
6,B,0.14,D,sten,sten,1,0,B2,meso,1
6,A,0.12,E,sten,sten,1,0,B2,meso,1
6,B,0.15,E,sten,sten,1,0,B2,meso,1
6,A,0.11,F,sten,sten,1,0,B2,meso,1
6,B,0.14,F,sten,sten,1,0,B2,meso,1
6,A,0.17,E,sal,sal,1,0,B2,meso,1
6,B,0.03,E,sal,sal,1,0,B2,meso,1
6,A,0.02,F,sal,sal,1,0,B2,meso,1
6,B,0.07,F,sal,sal,1,2,B2,meso,1
6,B,0.1,D,sal&sten,sal,1,0,B2,meso,1
6,A,0.11,E,sal&sten,sten,1,0,B2,meso,1
6,B,0.12,E,sal&sten,sal,1,0,B2,meso,1
6,A,0.08,F,sal&sten,sten,1,0,B2,meso,1
6,B,0.09,F,sal&sten,sal,1,0,B2,meso,1
6,B,0.68,B,sal,sal,1,3,B2,meso,1
6,A,0.14,A,sal&sten,sten,1,0,B2,meso,1
6,B,0.06,A,sal&sten,sal,1,0,B2,meso,1
6,A,0.13,B,sal&sten,sten,1,0,B2,meso,1
6,B,0.08,B,sal&sten,sal,1,0,B2,meso,1
6,A,0.18,C,sal&sten,sten,1,0,B2,meso,1
6,B,0.06,C,sal&sten,sal,1,0,B2,meso,1
6,A,0.14,D,sal&sten,sten,1,0,B2,meso,1
6,A,0.15,B,sten,sten,1,0,B2,meso,1
6,B,0.23,B,sten,sten,1,0,B2,meso,1
6,A,0.1,A,sal,sal,1,0,B2,meso,1
6,B,0.1,A,sal,sal,1,0,B2,meso,1
6,A,0.0375,B,sal,sal,1,0,B2,meso,1
6,B,0.09,D,sal,sal,1,0,B2,meso,1
6,A,0.11,C,sal,sal,1,0,B2,meso,1
6,B,0.08,C,sal,sal,1,0,B2,meso,1
6,A,0.12,D,sal,sal,1,0,B2,meso,1
7,B,0.15,E,sten,sten,1,0,B3,meso,1
7,B,0.11,C,sal&sten,sal,1,0,B3,meso,1
7,A,0.16,D,sal&sten,sten,1,0,B3,meso,1
7,B,0.14,D,sal&sten,sal,1,0,B3,meso,1
7,A,0.37,C,sten,sten,1,2,B3,meso,1
7,B,0.9,C,sten,sten,1,2,B3,meso,1
7,A,0.09,D,sten,sten,1,0,B3,meso,1
7,B,0.06,D,sten,sten,1,0,B3,meso,1
7,A,0.08,E,sten,sten,1,0,B3,meso,1
7,A,0.07,A,sal&sten,sten,1,0,B3,meso,1
7,B,0.06,A,sal&sten,sal,1,0,B3,meso,1
7,A,0.14,B,sal&sten,sten,1,0,B3,meso,1
7,B,0.13,B,sal&sten,sal,1,1,B3,meso,1
7,A,0.28,C,sal&sten,sten,1,0,B3,meso,1
7,A,0.18,A,sten,sten,1,0,B3,meso,1
7,B,0.22,A,sten,sten,1,0,B3,meso,1
7,A,0.26,B,sten,sten,1,0,B3,meso,1
7,B,0.19,B,sten,sten,1,0,B3,meso,1
7,A,0.1,A,sal,sal,1,0,B3,meso,1
7,B,0.1,A,sal,sal,1,0,B3,meso,1
7,A,0.08,B,sal,sal,1,0,B3,meso,1
7,B,0.09,B,sal,sal,1,0,B3,meso,1
7,A,0.0825,C,sal,sal,1,0,B3,meso,1
7,B,0.0586,C,sal,sal,1,0,B3,meso,1
7,A,0.15,F,sten,sten,1,0,B3,meso,1
7,B,0.15,F,sten,sten,1,0,B3,meso,1
7,A,0.2,E,sal,sal,1,0,B3,meso,1
7,B,0.09,E,sal,sal,1,0,B3,meso,1
7,A,0.13,F,sal,sal,1,0,B3,meso,1
7,B,0.02,F,sal,sal,1,0,B3,meso,1
7,B,0.35,F,sal&sten,sal,1,0,B3,meso,1
7,A,0.11,E,sal&sten,sten,1,0,B3,meso,1
7,B,0.05,E,sal&sten,sal,1,0,B3,meso,1
7,A,0.22,F,sal&sten,sten,1,0,B3,meso,1
7,A,0.08,D,sal,sal,1,1,B3,meso,1
7,B,0.1,D,sal,sal,1,1,B3,meso,1
8,A,0.18,F,sten,sten,1,0,B4,meso,1
8,B,0.1,F,sten,sten,1,0,B4,meso,1
8,A,0.065,C,sten,sten,1,0,B4,meso,1
8,B,0.06,E,sten,sten,1,0,B4,meso,1
8,A,0.08,F,sal,sal,1,1,B4,meso,1
8,B,0.12,F,sal,sal,1,1,B4,meso,1
8,B,0.08,D,sal&sten,sal,1,0,B4,meso,1
8,A,0.18,E,sal&sten,sten,1,0,B4,meso,1
8,B,0.1,C,sten,sten,1,0,B4,meso,1
8,A,0.15,D,sten,sten,1,0,B4,meso,1
8,B,0.1,D,sten,sten,1,0,B4,meso,1
8,A,0.43,E,sten,sten,1,2,B4,meso,1
8,A,0.16,A,sal&sten,sten,1,0,B4,meso,1
8,B,0.08,A,sal&sten,sal,1,0,B4,meso,1
8,A,0.12,B,sal&sten,sten,1,0,B4,meso,1
8,A,0.06,E,sal,sal,1,0,B4,meso,1
8,B,0.11,E,sal,sal,1,0,B4,meso,1
8,B,0.1,C,sal&sten,sal,1,0,B4,meso,1
8,A,0.35,D,sal&sten,sten,1,2,B4,meso,1
8,A,0.12,B,sten,sten,1,0,B4,meso,1
8,B,0.26,B,sten,sten,1,1,B4,meso,1
8,B,0.08,E,sal&sten,sal,1,0,B4,meso,1
8,A,0.11,F,sal&sten,sten,1,3,B4,meso,1
8,B,0.04,F,sal&sten,sal,1,2,B4,meso,1
8,B,0.07,B,sal,sal,1,0,B4,meso,1
8,A,0.0355,C,sal,sal,1,0,B4,meso,1
8,B,0.07,C,sal,sal,1,0,B4,meso,1
8,A,0.0606,D,sal,sal,1,0,B4,meso,1
8,B,0.1,B,sal&sten,sal,1,0,B4,meso,1
8,A,0.11,C,sal&sten,sten,1,0,B4,meso,1
8,A,0.2,A,sten,sten,1,0,B4,meso,1
8,B,0.13,A,sten,sten,1,0,B4,meso,1
8,A,0.07,B,sal,sal,1,0,B4,meso,1
8,B,0.04,D,sal,sal,1,0,B4,meso,1
8,A,0.11,A,sal,sal,1,0,B4,meso,1
8,B,0.08,A,sal,sal,1,0,B4,meso,1
9,A,5.09,C,sten,sten,1,5,C1,rhizo,1
9,B,2.02,C,sten,sten,1,5,C1,rhizo,1
9,B,2.62,A,sal&sten,sal,1,5,C1,rhizo,1
9,A,3.13,B,sal&sten,sten,1,4,C1,rhizo,1
9,B,3.59,B,sal&sten,sal,1,5,C1,rhizo,1
9,A,2.38,A,sal&sten,sten,1,5,C1,rhizo,1
9,A,2.97,A,sten,sten,1,5,C1,rhizo,1
9,B,2.79,A,sten,sten,1,5,C1,rhizo,1
9,A,3.47,B,sten,sten,1,5,C1,rhizo,1
9,B,2.82,B,sten,sten,1,5,C1,rhizo,1
9,A,1.4,A,sal,sal,1,3,C1,rhizo,1
9,B,1.26,A,sal,sal,1,3,C1,rhizo,1
9,A,3.32,B,sal,sal,1,4,C1,rhizo,1
9,A,1.8,D,sten,sten,1,4,C1,rhizo,1
9,B,3.18,D,sten,sten,1,5,C1,rhizo,1
9,A,2.31,E,sten,sten,1,4,C1,rhizo,1
9,B,2.63,E,sten,sten,1,4,C1,rhizo,1
9,A,1.56,F,sten,sten,1,5,C1,rhizo,1
9,B,2.08,F,sten,sten,1,5,C1,rhizo,1
9,B,2.87,E,sal,sal,1,5,C1,rhizo,1
9,A,3.12,F,sal,sal,1,5,C1,rhizo,1
9,B,2.33,F,sal,sal,1,4,C1,rhizo,1
9,B,5.13,D,sal&sten,sal,1,4,C1,rhizo,1
9,A,1.49,E,sal&sten,sten,1,4,C1,rhizo,1
9,B,2.55,E,sal&sten,sal,1,5,C1,rhizo,1
9,A,2.42,F,sal&sten,sten,1,4,C1,rhizo,1
9,B,2.13,F,sal&sten,sal,1,4,C1,rhizo,1
9,B,1.72,B,sal,sal,1,4,C1,rhizo,1
9,A,3.2,C,sal,sal,1,2,C1,rhizo,1
9,B,0.67,C,sal,sal,1,2,C1,rhizo,1
9,A,3.77,D,sal,sal,1,5,C1,rhizo,1
9,B,2.61,D,sal,sal,1,4,C1,rhizo,1
9,A,4.5,C,sal&sten,sten,1,5,C1,rhizo,1
9,B,1.57,C,sal&sten,sal,1,2,C1,rhizo,1
9,A,1.8,D,sal&sten,sten,1,4,C1,rhizo,1
9,A,1.33,E,sal,sal,1,4,C1,rhizo,1
